trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
148,0,148,0,10,215.72453710006084,215.72453710006084,0.027501199976541102,[0.14537037037037037],[0.19722222222222222],[1],[0],[0],[1.2483331999974325],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
149,0,149,0,5,216.99272810004186,216.99272810004186,0.01679979998152703,[0.23703703703703705],[-0.412962962962963],[1],[0],[0],[1.3446019999682903],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
150,0,150,0,5,218.36039519996848,218.36039519996848,0.017687100102193654,[0.2222222222222222],[-0.4722222222222222],[1],[0],[0],[1.1274662999203429],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
151,0,151,0,5,219.51058290002402,219.51058290002402,0.017798599903471768,[0.22962962962962963],[-0.002777777777777778],[1],[0],[0],[1.2112299000145867],[],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
152,0,152,0,5,220.7473271000199,220.7473271000199,0.0183305999962613,[0.5046296296296297],[-0.46574074074074073],[1],[0],[0],[1.2588993000099435],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
153,0,153,0,5,222.03077980002854,222.03077980002854,0.021379200043156743,[0.24722222222222223],[-0.13425925925925927],[1],[0],[0],[1.0407243999652565],[],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
154,0,154,0,5,223.0903467000462,223.0903467000462,0.014649499906226993,[-0.25277777777777777],[0.028703703703703703],[1],[0],[0],[1.1638928999891505],[],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
155,0,155,0,10,224.29234250006266,224.29234250006266,0.028119800030253828,[0.4351851851851852],[0.41759259259259257],[1],[0],[0],[1.3813889999873936],[],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
156,0,156,0,10,225.7066257999977,225.7066257999977,0.02919039991684258,[-0.2851851851851852],[0.4648148148148148],[1],[0],[0],[1.6333756999811158],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
157,0,157,0,10,227.37294679996558,227.37294679996558,0.028280600090511143,[-0.45925925925925926],[0.06388888888888888],[1],[0],[0],[1.416779899969697],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
158,0,158,0,5,228.80965459998697,228.80965459998697,0.017145499936304986,[-0.1962962962962963],[-0.24074074074074073],[1],[0],[0],[1.3945646999636665],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
159,0,159,0,10,230.23966500000097,230.23966500000097,0.028475299943238497,[-0.19074074074074074],[0.3685185185185185],[1],[0],[0],[1.4331163000315428],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
160,0,160,0,5,231.69341830001213,231.69341830001213,0.016942700021900237,[-0.1824074074074074],[0.262037037037037],[1],[0],[0],[1.127523799892515],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
161,0,161,0,5,232.84354000003077,232.84354000003077,0.018143100081942976,[-0.17222222222222222],[-0.11851851851851852],[1],[0],[0],[1.276998099987395],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
162,0,162,0,10,234.15457120002247,234.15457120002247,0.0272523999447003,[-0.462037037037037],[0.11574074074074074],[1],[0],[0],[1.2844055999303237],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
163,0,163,0,5,235.4601427000016,235.4601427000016,0.017358699929900467,[0.2722222222222222],[-0.053703703703703705],[1],[0],[0],[1.527807000093162],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
164,0,164,0,10,237.02324979996774,237.02324979996774,0.02900089998729527,[-0.475],[0.4888888888888889],[1],[0],[0],[1.249402099987492],[],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
165,0,165,0,10,238.30182020005304,238.30182020005304,0.02487600001040846,[-0.20833333333333334],[-0.36666666666666664],[1],[0],[0],[1.5701033000368625],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
166,0,166,0,10,239.90624230005778,239.90624230005778,0.029240800067782402,[0.28055555555555556],[-0.07962962962962963],[1],[0],[0],[1.4660003000171855],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
167,0,167,0,10,241.40954739996232,241.40954739996232,0.032403600052930415,[0.4685185185185185],[-0.18333333333333332],[1],[0],[0],[1.4127530000405386],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
168,0,168,0,10,242.85409040004015,242.85409040004015,0.026462099980562925,[-0.1962962962962963],[-0.12407407407407407],[1],[0],[0],[1.2518617999739945],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
169,0,169,0,5,244.12647340004332,244.12647340004332,0.01748740009497851,[0.3138888888888889],[-0.14814814814814814],[1],[0],[0],[1.3775871999096125],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
170,0,170,0,10,245.54126179998275,245.54126179998275,0.029822700074873865,[0.2351851851851852],[0.07962962962962963],[1],[0],[0],[1.1484132000477985],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
171,0,171,0,10,246.72300150000956,246.72300150000956,0.02898029994685203,[-0.05277777777777778],[-0.06851851851851852],[1],[0],[0],[1.2498396000592038],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
172,0,172,0,5,247.99311260005925,247.99311260005925,0.017129500047303736,[-0.010185185185185186],[-0.19722222222222222],[1],[0],[0],[1.0108962999656796],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
173,0,173,0,10,249.04152660002,249.04152660002,0.030459799920208752,[0.32592592592592595],[0.019444444444444445],[1],[0],[0],[1.1314324999693781],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
174,0,174,0,10,250.2045995000517,250.2045995000517,0.02706430002581328,[-0.23981481481481481],[0.4027777777777778],[1],[0],[0],[1.28445749997627],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
175,0,175,0,10,251.52406690001953,251.52406690001953,0.026491899974644184,[-0.20925925925925926],[-0.10092592592592593],[1],[0],[0],[1.3682085999753326],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
176,0,176,0,10,252.92148580006324,252.92148580006324,0.027256700093857944,[0.08703703703703704],[-0.29907407407407405],[1],[0],[0],[1.1842027000384405],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
177,0,177,0,5,254.12694240000565,254.12694240000565,0.01823980000335723,[0.19444444444444445],[0.046296296296296294],[1],[0],[0],[1.2601697000209242],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
178,0,178,0,5,255.41009410005063,255.41009410005063,0.017714700079523027,[0.22037037037037038],[0.41944444444444445],[1],[0],[0],[1.0940607999218628],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
179,0,179,0,10,256.54024240002036,256.54024240002036,0.0298486000392586,[-0.39814814814814814],[-0.42777777777777776],[1],[0],[0],[1.4317780999699607],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
180,0,180,0,10,258.00637930002995,258.00637930002995,0.029158799909055233,[-0.4898148148148148],[-0.11944444444444445],[1],[0],[0],[1.2156746999826282],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
181,0,181,0,10,259.25620229996275,259.25620229996275,0.02968859998509288,[-0.22685185185185186],[-0.2833333333333333],[1],[0],[0],[1.1159700999269262],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
182,0,182,0,10,260.4044496000279,260.4044496000279,0.026768799987621605,[0.3416666666666667],[-0.3814814814814815],[1],[0],[0],[1.7346061998978257],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
183,0,183,0,10,262.1717007000698,262.1717007000698,0.027976599987596273,[0.2324074074074074],[0.16111111111111112],[1],[0],[0],[1.36703480000142],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
184,0,184,0,5,263.56014860002324,263.56014860002324,0.018307299935258925,[0.43333333333333335],[-0.20462962962962963],[1],[0],[0],[1.3772879000753164],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
185,0,185,0,10,264.975610399968,264.975610399968,0.031125999987125397,[0.46574074074074073],[-0.40925925925925927],[1],[0],[0],[1.8300498999888077],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
186,0,186,0,5,266.8261225000024,266.8261225000024,0.017424199962988496,[-0.20092592592592592],[0.48703703703703705],[1],[0],[0],[2.2603009999729693],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
187,0,187,0,10,269.1225718000205,269.1225718000205,0.029598499997518957,[-0.13796296296296295],[-0.10462962962962963],[1],[0],[0],[1.2494559999322519],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
188,0,188,0,10,270.405082100071,270.405082100071,0.027725000050850213,[-0.2898148148148148],[-0.15833333333333333],[1],[0],[0],[1.1338858000235632],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
189,0,189,0,5,271.5586698000552,271.5586698000552,0.01723829994443804,[0.032407407407407406],[0.2064814814814815],[1],[0],[0],[1.3446748000569642],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
190,0,190,0,5,272.92781600006856,272.92781600006856,0.018897500005550683,[0.22870370370370371],[-0.44722222222222224],[1],[0],[0],[1.4927195000927895],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
191,0,191,0,10,274.4561079000123,274.4561079000123,0.029554600012488663,[-0.14351851851851852],[0.11388888888888889],[1],[0],[0],[1.2323014000430703],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
192,0,192,0,10,275.7240654999623,275.7240654999623,0.030053799971938133,[-0.22777777777777777],[0.14537037037037037],[1],[0],[0],[0.9981159999733791],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
193,0,193,0,10,276.75695650000125,276.75695650000125,0.030477700056508183,[0.04259259259259259],[-0.021296296296296296],[1],[0],[0],[1.5146662999177352],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
194,0,194,0,5,278.2925316999899,278.2925316999899,0.01755829993635416,[-0.4287037037037037],[0.37222222222222223],[1],[0],[0],[1.4611226000124589],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
195,0,195,0,5,279.77716950001195,279.77716950001195,0.018424200010485947,[-0.04814814814814815],[-0.4083333333333333],[1],[0],[0],[1.3765375000657514],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
196,0,196,0,5,281.1768203000538,281.1768203000538,0.018550800043158233,[0.24722222222222223],[-0.12777777777777777],[1],[0],[0],[1.343263200018555],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
197,0,197,0,5,282.5437005000422,282.5437005000422,0.018736699945293367,[-0.4462962962962963],[-0.4583333333333333],[1],[0],[0],[1.5472845999756828],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
198,0,198,0,10,284.12966450001113,284.12966450001113,0.03176549996715039,[0.23981481481481481],[0.08425925925925926],[1],[0],[0],[1.2253442999208346],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
199,0,199,0,10,285.3859211000381,285.3859211000381,0.025799800059758127,[0.33425925925925926],[0.1287037037037037],[1],[0],[0],[1.2523242000024766],['target'],934606,001,2022-09-29_19h06.52.832,visual search,2022.2.4,60.10092146615832,
